"Sampler","variable","mean","mcse_mean","sd","mad","q5","q50","q95","ess_bulk","ess_tail","rhat","ess_min_run","runtime_sec","ess_min_per_sec"
"bimodal_dual_averaging_adapt_shape_covariance_run9","mu.1",-2.73254888828352,0.000720895797138421,0.0411077274736012,0.0403833066981918,-2.79960587882589,-2.73206169864923,-2.66454901035001,3254.31884288227,4758.94651748947,1.00050236337843,3254.31884288227,10.706000000002,303.971496626348
"bimodal_dual_averaging_adapt_shape_covariance_run9","mu.2",2.87095845716055,0.00107158845067765,0.0544083868520658,0.0552355820560106,2.78148832803167,2.87077507669423,2.95955142862862,2574.73388755012,3650.56301761696,1.00132075196022,2574.73388755012,10.706000000002,240.49447856806
"bimodal_dual_averaging_adapt_shape_covariance_run9","sigma.1",1.0293640564706,0.000593381168108174,0.0314529485710673,0.0320081393854178,0.979445045948899,1.0285010138272,1.08268363815474,2830.87956557718,3729.56623815812,1.00332334489433,2830.87956557718,10.706000000002,264.419910851547
"bimodal_dual_averaging_adapt_shape_covariance_run9","sigma.2",1.02242507396841,0.000787044408902214,0.0403756767689392,0.0383167144436995,0.957575001026943,1.02078743714883,1.09182121418922,2645.25796061488,4054.43279742388,1.00049952166191,2645.25796061488,10.706000000002,247.081819597833
"bimodal_dual_averaging_adapt_shape_covariance_run9","theta",0.621338705106718,0.000244340374014427,0.0152454790243685,0.0151980299335692,0.59608769743037,0.621651344495715,0.646131723107471,3899.06539278219,4795.66559113376,1.00061151179531,3899.06539278219,10.706000000002,364.194413672845
"barker_dual_averaging_adapt_shape_covariance_run10","mu.1",-2.73312461679626,0.000785403265911925,0.0418031532374072,0.0423229520821099,-2.80058089501179,-2.73360106855336,-2.66554198369937,2846.09967829064,4411.15930076936,1.00076085365848,2846.09967829064,10.0859999999993,282.18319237466
"barker_dual_averaging_adapt_shape_covariance_run10","mu.2",2.86889742172541,0.000930665845267609,0.053728049792676,0.0545670872105966,2.77788749305216,2.8698651452429,2.95704296541199,3335.0353865741,4771.35659873729,1.00038812311211,3335.0353865741,10.0859999999993,330.659863828507
"barker_dual_averaging_adapt_shape_covariance_run10","sigma.1",1.02953442749785,0.000626419065437614,0.0312636330895041,0.031137629015774,0.979935341330313,1.02855154683886,1.08198590614035,2502.51450574009,3904.85601522113,1.00026408996756,2502.51450574009,10.0859999999993,248.11763887966
"barker_dual_averaging_adapt_shape_covariance_run10","sigma.2",1.02388097455455,0.00071585134047904,0.0401302447453769,0.0393131666044846,0.959107365348935,1.02293497496894,1.09031954416809,3148.72847707248,4763.34287388558,1.00224599426137,3148.72847707248,10.0859999999993,312.188030643733
"barker_dual_averaging_adapt_shape_covariance_run10","theta",0.621215798152017,0.000294628808607382,0.0155132848087638,0.0152913130216555,0.595067796217316,0.62135410818956,0.646569649280249,2779.71944059141,4037.37102770014,1.00086281422295,2779.71944059141,10.0859999999993,275.601768847074
"amala_dual_averaging_adapt_shape_covariance_run11","mu.1",-2.73276958623597,0.000475145856433217,0.0425382595008022,0.0433913790398386,-2.80279676847471,-2.73286442672362,-2.6628979630917,8045.67541587527,9138.76113703394,1.00042690293185,8045.67541587527,6.90499999999884,1165.19557072797
"amala_dual_averaging_adapt_shape_covariance_run11","mu.2",2.87027362248992,0.000698283084469532,0.0538562900803019,0.0527856568755805,2.78114528228761,2.8705954907827,2.9600068638512,5948.45719083119,7935.66539445112,1.00000268948765,5948.45719083119,6.90499999999884,861.470990707052
"amala_dual_averaging_adapt_shape_covariance_run11","sigma.1",1.02869975738294,0.000430778039304917,0.0309983973464003,0.0306918489597506,0.979090071931777,1.02804308178755,1.08041509138738,5180.21684644166,7220.65826166833,1.00001083988456,5180.21684644166,6.90499999999884,750.212432504349
"amala_dual_averaging_adapt_shape_covariance_run11","sigma.2",1.02296376757661,0.000534305295585833,0.0403086358571945,0.0402799870230639,0.957794949523671,1.02220874973664,1.0911547810889,5702.10809660771,7456.86982947955,1.00017424950023,5702.10809660771,6.90499999999884,825.794076264834
"amala_dual_averaging_adapt_shape_covariance_run11","theta",0.62166834208466,0.000195745335133475,0.0155290647808167,0.0155259162301348,0.595403665291268,0.621631457015891,0.64688802646548,6290.4551364766,8430.8639175458,1.00010567114326,6290.4551364766,6.90499999999884,911.000019765049
